,index,flooded-other,guessDepth,AuthorEmail,structure_damage,float_number,geo_locality,beach_damage,photo_time,marinas_comments,structures_comments,AuthorName,weather_calc_24hr_precip,buildings_street,geo_neighborhood,TideDataObserved,storm_damage,whatFlooded,weather_windBearing,post_comment,buildings_damage,cause-other,URL,geo_administrative_area_level_1,weather_windSpeed,road_damage,road_other,MyCoastAI-description,report_icon,from_device,response_other,anonymous,road_comments,ID #,images,location_latitude,buildings_comments,guessCause,geo_route,report_created,reportType,hazmat_damage damage-cat,alternate-location-name,boat_number,weather_temperature,photo_date,location_longitude,TideDataPredicted,beach_comments,marinas_damage,geo_administrative_area_level_2,hazmat_comments,brightness
255,255,,0,,,,Hyde Park,,13:51,,,,2.424,,Roosevelt Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,,290.0,House on Roosevelt Rd.,,,https://mycoast.org/reports/145600,NY,8.6,,,,highwater.svg,iOS 15.6.1,,Yes,,145600,https://report-images.nyc3.digitaloceanspaces.com/2024/01/04160941/41ae72352d7db1de7d19451c3c03eb9202c19092.jpg,41.7680523221,,,Roosevelt Rd,2024-01-05T09:20:56Z,Flood Watch,,,,47.8,2023-12-18,-73.9011323283,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,134.89
256,256,,12,,,,Hyde Park,,13:51,,,,2.424,,Roosevelt Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,290.0,,,,https://mycoast.org/reports/145604,NY,8.6,,,,highwater.svg,iOS 15.6.1,,Yes,,145604,https://report-images.nyc3.digitaloceanspaces.com/2024/01/04161049/29ac9c8fb8ffc19e903d9f3e8de784938a974d36.jpg,41.7677205652,,Rainfall (Water pooling from direct rainfall),Roosevelt Rd,2024-01-05T09:15:07Z,Flood Watch,,House on Roosevelt,,47.8,2023-12-18,-73.9007387403,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,133.36
257,257,,,,,,East Quogue,,13:50,,,,1.023,,Indian Run,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512451&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,225.0,,,,https://mycoast.org/reports/144665,NY,13.4,,,,highwater.svg,,,No,,144665,https://report-images.nyc3.digitaloceanspaces.com/2023/12/20110335/1dc3f8640054ea52e5dd6bf23815a7c82-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20110326/1dc3f8640054ea52e5dd6bf23815a7c81-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20110317/1dc3f8640054ea52e5dd6bf23815a7c8-scaled.jpg,40.84742676814791,,Overland flooding (Nearby waterbody),Indian Run,2023-12-20T16:03:37Z,Flood Watch,,"Pinesfield, Indian Run, E. Quogue",,57.5,2023-12-18,-72.55115275025531,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512451&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,123.15
258,258,,12,,,,Hyde Park,,13:48,,,,2.428,,Lawrence Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,290.0,House on Roosevelt after storm,,,https://mycoast.org/reports/143702,NY,8.6,,,,highwater.svg,iOS 15.6.1,,,,143702,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18135149/949c62ccd7c12832bbe7151f26cb4f210d9ba1d9.jpg,41.7694445417,,Rainfall (Water pooling from direct rainfall),Lawrence Rd,2024-01-05T09:24:27Z,Flood Watch,,House on Roosevelt Rd.,,47.8,2023-12-18,-73.9011281023,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,137.11
259,259,,12,,,,Hyde Park,,13:44,,,,2.428,,Lawrence Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,290.0,11 Lawrence after 2.5 inch storm.,,,https://mycoast.org/reports/143694,NY,8.6,,,,highwater.svg,iOS 15.6.1,,No,,143694,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18134710/65022c5ce39c898740eae1cc69d80e165a3087ab.jpg,41.7700249191,,Rainfall (Water pooling from direct rainfall),Lawrence Rd,2024-01-05T09:02:16Z,Flood Watch,,11 Lawrence,,47.8,2023-12-18,-73.9017729337,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,133.63
260,260,,6,,,,Camillus,,13:43,,,,1.711,,Devoe Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518995&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,290.0,,,,https://mycoast.org/reports/143733,NY,19.5,,,,highwater.svg,Android 14,,,,143733,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18140119/843f0395c9239b8b14758d330adbe2147c23efc0.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/18140116/4186d7a0ca9849e5583febe37fe04eb5de499269.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/18140113/95d4af848c141cf9457d1684268be35032731ebd.jpg,43.059124,,Overland flooding (Nearby waterbody),Devoe Rd,2023-12-18T19:01:11Z,Flood Watch,,Nine Mile Creek Aqueduct,,40.9,2023-12-18,-76.285674,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518995&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Onondaga County,,105.95
261,261,,,,,,East Quogue,,13:41,,,,1.007,,County Rd 80,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,222.0,Looking westbound on Montauk Hwy just west of Stone Creek Inn parking lot,,,https://mycoast.org/reports/144658,NY,13.1,,,,highwater.svg,,,No,,144658,https://report-images.nyc3.digitaloceanspaces.com/2023/12/20105623/0e631eaf5db8ab138042004310bd6f071-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20105615/0e631eaf5db8ab138042004310bd6f07-scaled.jpg,40.84836170144015,,Overland flooding (Nearby waterbody),County Rd 80,2023-12-20T15:56:25Z,Flood Watch,,Weesuck Creek,,57.7,2023-12-18,-72.576818048097,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,120.58
262,262,,,,,,East Quogue,,13:35,,,,1.01,,Bay Ave,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,223.0,,,,https://mycoast.org/reports/144647,NY,13.2,,,,highwater.svg,,,No,,144647,https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104929/d1ecc4d4b8b286fe0352fa7b179948762-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104922/d1ecc4d4b8b286fe0352fa7b179948761-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104915/d1ecc4d4b8b286fe0352fa7b17994876-scaled.jpg,40.84116025582114,,Overland flooding (Nearby waterbody),Bay Ave,2023-12-20T15:49:31Z,Flood Watch,,"Bay Avenue Park, E. Quogue",,57.6,2023-12-18,-72.57266541264424,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,121.53
263,263,,12,,,,Hyde Park,,13:33,,,,2.426,,Roosevelt Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,290.0,Bridge on Roosevelt Rd.,,,https://mycoast.org/reports/143663,NY,8.6,,,,highwater.svg,iOS 15.6.1,,No,,143663,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18133640/ccf691210d4d4b79a9e330e29ef3ca15220cb351.jpg,41.7682613852,,Rainfall (Water pooling from direct rainfall),Roosevelt Rd,2024-01-05T08:59:57Z,Flood Watch,,Bridge on Roosevelt,,47.8,2023-12-18,-73.903440591,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,127.0
264,264,,6,,,,Camillus,,13:29,,,,1.709,,Airport Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518995&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Structures,273.0,,,,https://mycoast.org/reports/143658,NY,14.6,,,,highwater.svg,Android 14,,,,143658,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18133206/23e430513bfac5803a3e31c97b3c2b600bdd0bb1.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/18133203/6516ecc2f3e2a6db0635611c69dcf467ba95eda3.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/18133200/41db2b1ab42c8b5c00c0953f306dd00d49c23269.jpg,43.0777156,,Overland flooding (Nearby waterbody),Airport Rd,2023-12-18T18:31:58Z,Flood Watch,,Airport Rd Fishing Access,,44.8,2023-12-18,-76.2634043,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518995&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Onondaga County,,116.85
265,265,,12,,,,Hyde Park,,13:23,,,,2.31,,Violet Ave,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,279.0,Localized flooding at Val Kill Bridge after storm,,,https://mycoast.org/reports/143642,NY,6.6,,,,highwater.svg,iOS 15.6.1,,No,,143642,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18132726/a228ea509f6fda5edf13523e9e7d87363071509f.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/18132723/6f55efdd1171dd50d737c93d98800a2d3c9e9534.jpg,41.7621583958,,Rainfall (Water pooling from direct rainfall),Violet Ave,2024-01-05T08:57:36Z,Flood Watch,,Val Kill,,50.1,2023-12-18,-73.8994864282,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,137.74
266,266,,,,,,East Quogue,,13:20,,,,1.011,,West End Ave,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,141.0,,,,https://mycoast.org/reports/144640,NY,10.2,,,,highwater.svg,,,No,,144640,https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104511/91a7c14fa13c6346bf64ebfd3f8a4ecb4-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104459/91a7c14fa13c6346bf64ebfd3f8a4ecb3-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104453/91a7c14fa13c6346bf64ebfd3f8a4ecb2-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104445/91a7c14fa13c6346bf64ebfd3f8a4ecb1-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/20104437/91a7c14fa13c6346bf64ebfd3f8a4ecb-scaled.jpg,40.83495235033193,,Overland flooding (Nearby waterbody),West End Ave,2023-12-20T15:45:13Z,Flood Watch,,"Lower end of West End Ave, E. Quogue",,58.8,2023-12-18,-72.5746917745742,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,125.77
267,267,,4,,,,Fairview,,13:04,,,,2.311,,,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Other,277.0,Outfall after storm,,,https://mycoast.org/reports/143620,NY,8.0,,,,highwater.svg,iOS 15.6.1,,,,143620,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18131913/05cf2e3204319e0146e778ebaa97f3f0450a1cd0.jpg,41.7362793954,,Rainfall (Water pooling from direct rainfall),,2023-12-18T18:19:10Z,Flood Watch,,Outfall of Fallkill dam,,51.1,2023-12-18,-73.899663454,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,125.61
268,268,,,,,,Poughkeepsie,,13:03,,,,2.277,,Johns Blvd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Sidewalks,278.0,,,,https://mycoast.org/reports/144601,NY,8.0,,,,highwater.svg,,,Yes,,144601,https://report-images.nyc3.digitaloceanspaces.com/2023/12/19193926/49bb8249045cd6ee2bc3f80f5c88520b1-scaled.jpg|https://report-images.nyc3.digitaloceanspaces.com/2023/12/19193918/49bb8249045cd6ee2bc3f80f5c88520b-scaled.jpg,41.70556666666667,,Overland flooding (Nearby waterbody),Johns Blvd,2023-12-20T00:39:27Z,Flood Watch,,Waryas Park,,51.1,2023-12-18,-73.94060555555556,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,147.55
269,269,,,,,,Kingston,,13:02,,,,2.407,,Catherine St,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518962&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,276.0,,,,https://mycoast.org/reports/144106,NY,8.1,,,,highwater.svg,,,No,,144106,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18213026/c421ad5168d45e8205f794171f4ca8b6-scaled.jpg,41.92324667898694,,Unsure,Catherine St,2023-12-19T02:30:28Z,Flood Watch,,,,50.2,2023-12-18,-73.97379787274059,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518962&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Ulster County,,147.41
270,270,Reservoir after storm,12,,,,Fairview,,13:00,,,,2.312,,,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Other,277.0,,,,https://mycoast.org/reports/143623,NY,8.0,,,,highwater.svg,iOS 15.6.1,,,,143623,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18132023/6c408c645eb48a226aa8e965a57f4c7567a1e5b0.jpg,41.7366559944,,Rainfall (Water pooling from direct rainfall),,2023-12-18T18:20:21Z,Flood Watch,,Fallkill dam,,51.1,2023-12-18,-73.8993833308,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,151.92
271,271,,,,,,Kingston,,13:00,,,,2.406,,E Strand St,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518962&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,277.0,,,,https://mycoast.org/reports/144103,NY,8.1,,,,highwater.svg,,,No,,144103,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18212804/f950bc99d0c9a49919e7373daf9184d9-scaled.jpg,41.9226175731713,,Overland flooding (Nearby waterbody),E Strand St,2023-12-19T02:28:05Z,Flood Watch,,,,50.2,2023-12-18,-73.97308590740627,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518962&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Ulster County,,153.66
272,272,Reservoir,12,,,,Fairview,,24:57,,,,2.312,,,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Other,300.0,View of reservoir after storm,,,https://mycoast.org/reports/143569,NY,15.0,,,,highwater.svg,iOS 15.6.1,,,,143569,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18130031/7fb6e2168e643ed6d40b70d5d183974ce60c6810.jpg,41.736636255,,Rainfall (Water pooling from direct rainfall),,2023-12-18T18:00:29Z,Flood Watch,,Fallkill dam,,53.0,2023-12-18,-73.8993563411,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,142.94
273,273,,,,,,Kingston,,24:49,,,,2.413,,1st Ave,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518962&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,276.0,,,,https://mycoast.org/reports/144100,NY,8.2,,,,highwater.svg,,,No,,144100,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18212653/748c30b2987d727e043ec14c65a6c8e7-scaled.jpg,41.93933817064927,,Overland flooding (Nearby waterbody),1st Ave,2023-12-19T02:26:55Z,Flood Watch,,"1st Avenue, Kingston",,50.2,2023-12-18,-73.97954577612347,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518962&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Ulster County,,133.41
274,274,,0,,,,Hyde Park,,24:41,,,,2.328,,W Dorsey Ln,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,,300.0,,,,https://mycoast.org/reports/143526,NY,15.0,,,,highwater.svg,Android 10,,,,143526,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18124637/34e764bb585c23a6f4b83f645670a8479c5548c2.jpg,41.7438126,,,W Dorsey Ln,2023-12-18T17:46:34Z,Flood Watch,,,,53.0,2023-12-18,-73.9183723,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518951&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Dutchess County,,117.84
275,275,,3,,,,Westhampton Beach,,24:38,,,,1.03,,Seafield Point,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,160.0,,,,https://mycoast.org/reports/143523,NY,20.8,,,,highwater.svg,iOS 17.1.2,,,,143523,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18124043/d615f0693c516962c09d3e0f097d2ce5002622b1.jpg,40.8026351647,,Overland flooding (Nearby waterbody),Seafield Point,2023-12-18T17:40:41Z,Flood Watch,,,,54.9,2023-12-18,-72.6267314772,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,152.8
276,276,,30,,,,Westhampton Beach,,24:23,,,,1.041,,Seafield Point,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,142.0,,,,https://mycoast.org/reports/143498,NY,11.7,,,,highwater.svg,iOS 17.1.2,,,,143498,https://report-images.nyc3.digitaloceanspaces.com/2023/12/18122643/8a34907c510cb8ae001b6888fbe5a71b9466b811.jpg,40.8034095675,,Overland flooding (Nearby waterbody),Seafield Point,2023-12-18T17:45:07Z,Flood Watch,,,,59.0,2023-12-18,-72.6281307984,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8512769&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Suffolk County,,139.49
277,277,,6,,,,,,24:14,,,,1.462,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Roads/streets,285.0,,,,https://mycoast.org/reports/144652,NY,17.4,,,,highwater.svg,Android 14,,,,144652,https://report-images.nyc3.digitaloceanspaces.com/2023/12/20105241/da5e07c7c63b6e44446ab7e01abde36e4deafec4.jpg,40.65666,,Overland flooding (Nearby waterbody),Bayview Ave,2023-12-20T15:52:39Z,Flood Watch,,,,53.2,2023-12-18,-73.8326015,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,127.15
278,278,,0,,,,,,24:14,,,,1.462,,Jamaica,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8517201&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,,285.0,,,,https://mycoast.org/reports/144662,NY,17.4,,,,highwater.svg,Android 14,,,,144662,https://report-images.nyc3.digitaloceanspaces.com/2023/12/20105721/9765222bb932d5e6effc2d247b6939da7745818e.jpg,40.65666,,,Bayview Ave,2023-12-20T15:57:19Z,Flood Watch,,,,53.2,2023-12-18,-73.8326179,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8517201&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Queens County,,116.82
279,279,,,,,,Selkirk,,24:05,,,,2.245,,Lyons Rd,https://tidesandcurrents.noaa.gov/waterlevels.html?id=8518995&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=6,,Lawns/vegetation,268.0,Looking east from boat launch,,,https://mycoast.org/reports/144488,NY,20.0,,,,highwater.svg,,,No,,144488,https://report-images.nyc3.digitaloceanspaces.com/2023/12/19145805/ca9f420fade7cc9222156f35213119ef-scaled.jpg,42.54781666666666,,Overland flooding (Nearby waterbody),Lyons Rd,2023-12-19T19:58:07Z,Flood Watch,,"Bethlehem, NY Henry Hudson Park",,53.5,2023-12-18,-73.75891944444444,https://tidesandcurrents.noaa.gov/noaatidepredictions.html?action=dailychart&id=8518995&units=standard&bdate=20231217&edate=20231219&timezone=LST/LDT&datum=MLLW&interval=hilo,,,Albany County,,154.92
